ticker,date,entry_minute,entry_px,ret_pct,spread_pct
VRT,2026-07-21,2,304.17,-0.18359470033203484,0.03279226102640523
CAT,2026-07-21,0,893.02,-0.09047949653983034,1.2436404748445449
GNRC,2026-07-21,1,218.99,-0.20000000000000018,1.1487914713721166
COIN,2026-07-21,0,169.99,0.39296429201716165,0.28564627469649473
ISRG,2026-07-21,0,349.7,0.27659708321419174,1.0369540551797474
APP,2026-07-21,2,424.0,1.1322358490565954,0.7349181244128324
SNDK,2026-07-22,4,1539.99,0.3184449249670429,0.1965810570313642
TER,2026-07-22,0,363.99,0.608840902222596,1.0202674755273649
WDC,2026-07-22,0,534.21,0.5622171056326009,0.13294336612601737
COIN,2026-07-22,0,173.54,0.2945718566324862,0.29027576197387517
HOOD,2026-07-22,0,105.95,0.15794242567248595,0.6413017468293867
GEV,2026-07-22,0,1027.46,-0.10869522901134632,1.6609672691744015
BLDR,2026-07-22,3,71.0,-0.19999999999998908,0.8629836598995535
SNDK,2026-07-23,1,1587.63,0.23436946895685207,0.21264810558550923
RDDT,2026-07-23,10,175.64,0.3227510817581658,0.17172295363479276
ECHO,2026-07-23,0,90.8,0.3605506607929465,1.3870541611624891
META,2026-07-23,11,613.28,0.02294221236629479,0.0393300776769049
SNDK,2026-07-24,4,1565.38,0.29154710038457043,0.19889993530923908
TER,2026-07-24,1,370.13,-0.05439710372030504,0.9129165353035472
NOW,2026-07-24,0,96.14,0.28789265654254326,0.4427110783176997
AXON,2026-07-24,0,501.75,-0.20000000000000018,1.0351075650946544
TTD,2026-07-24,0,17.06,-0.14150058616646533,0.2945508100147317
DECK,2026-07-24,0,94.42,0.053675068841352314,2.095633210999414
VEEV,2026-07-24,0,183.53,-0.14018416607639583,2.185792349726776
CHTR,2026-07-24,0,114.67,2.3152350222377382,0.7181328545780944
GEV,2026-07-24,2,1030.33,0.07024545533953486,0.6429548563611531
WDAY,2026-07-27,0,142.36,0.03134307389713875,0.49417578538650797
ORCL,2026-07-27,5,120.05,0.13252811328614555,0.0930429266229642
HOOD,2026-07-27,5,98.41,0.0839548826338854,0.07202016564638859
APP,2026-07-27,1,406.83,0.33232554138091785,0.5847808310825913
CHTR,2026-07-27,9,126.16,0.3853836398224564,0.3273583775799406
CVNA,2026-07-27,0,63.66,0.6622368834432901,0.593757522265903
CMG,2026-07-27,1,33.04,0.7363801452784591,0.1816530426884719
SNDK,2026-07-28,5,1184.0,0.13716216216217436,0.15468829454018224
GEV,2026-07-28,1,952.59,-0.08475629599302703,0.34308556679938745
MNST,2026-07-28,4,48.92,-0.1489983646770221,0.12295081967212125
CSGP,2026-07-28,1,30.03,0.6308358308358297,0.20134228187919037
ISRG,2026-07-28,0,368.19,0.53456096037372,0.8427734909429169
STX,2026-07-29,2,800.87,0.5626406283167018,0.6179249189371575
FLEX,2026-07-29,0,104.52,0.49703406046690546,1.3606793464766396
CSGP,2026-07-29,0,27.42,0.6007293946024728,1.732435033686234
CHTR,2026-07-29,0,139.81,0.07839210356910264,2.0260492040520863
FIX,2026-07-29,4,1636.9,0.237756735292316,1.4600531322944506
TTD,2026-07-29,0,18.86,-0.20000000000000018,1.8211033743974279
SNDK,2026-07-30,0,1139.07,1.4077414030744473,0.11446886446886048
LITE,2026-07-30,6,665.0,0.4153082706766842,0.14195750336015536
COHR,2026-07-30,17,244.65,-0.16328632740650884,0.08193363375665244
VRT,2026-07-30,8,238.15,-0.1874280915389437,0.1817528583807117
FIX,2026-07-30,13,1708.6,-0.19883179211049873,0.13390161817714522
GEV,2026-07-30,4,964.97,0.1133714001471553,0.1629412993524071
CSGP,2026-07-30,0,28.5,0.3952982456140397,1.023469207693662
VST,2026-07-30,0,149.44,0.007026231263385085,0.9314342047115645
CHTR,2026-07-30,0,141.25,-0.051624778761050205,3.3627814192077508
CVNA,2026-07-30,4,59.42,-0.20000000000000018,0.2778742618964859
SNDK,2026-07-31,0,1397.47,-0.04431579926580387,0.012997422177939307
LITE,2026-07-31,0,763.36,0.4863734018025534,0.5143105233276589
VRT,2026-07-31,3,251.12,-0.013212806626317075,0.5989962765096284
MU,2026-07-31,2,923.27,0.5577393395214791,0.13719960364558847
GNRC,2026-07-31,0,202.48,0.0070130383247768435,3.341721187720189
ERIE,2026-07-31,0,244.02,-0.20000000000000018,7.192555956073433
CSGP,2026-07-31,14,29.25,-0.0976410256410265,0.13740982480247046
RDDT,2026-07-31,4,148.91,1.4554025921697633,0.35967561331478476
SNDK,2026-08-03,5,1184.88,1.6420650192424446,0.1335291761249794
MU,2026-08-03,8,789.78,-0.07363569601660513,0.11566056800777444
LITE,2026-08-03,6,693.97,0.5233655633528844,0.59646707960541
VRT,2026-08-03,0,238.26,0.4031730042810322,1.4567103679777011
FIX,2026-08-03,6,1689.99,0.6007668684430145,0.8492314335578408
BAX,2026-08-03,0,27.1,-0.015867158671600823,2.1481481481481417
AXON,2026-08-03,4,550.4,0.2641860465116386,1.064877283833564
COIN,2026-08-03,23,144.51,0.42154868175212634,0.13909173099658437
RDDT,2026-08-03,5,144.29,0.13891468570241816,0.2391503130055591
COHR,2026-08-04,3,328.0,0.9562195121951333,0.4452414816647078
MU,2026-08-04,0,870.04,-0.066939451059711,0.21145924209772662
HOOD,2026-08-04,0,94.06,-0.09389751222624865,0.14036603142040668
CVNA,2026-08-04,4,67.9,0.5789985272459441,0.2513119964520684
RDDT,2026-08-04,0,155.55,-0.10376084860174162,1.1028934734656917
SNDK,2026-08-05,1,1410.65,-0.0033218728954675925,0.115066163043743
AMD,2026-08-05,2,487.1,0.08479162389651851,0.20295317580301492
GLW,2026-08-05,0,158.26,0.2666498167572362,0.9887640449438333
NRG,2026-08-05,0,121.97,1.0437156677871595,0.34580188082486113
CMG,2026-08-05,4,34.84,0.5734213547646361,0.25985275010826125
BLDR,2026-08-05,0,74.88,0.026575854700872092,3.2085561497326283
SNDK,2026-08-06,0,1188.19,1.046460582903408,0.2728978338734475
WDC,2026-08-06,9,431.97,0.9621038498043744,0.08237329222512996
COHR,2026-08-06,4,318.0,0.35235220125786615,0.3438285950781523
RDDT,2026-08-06,1,152.0,-0.035855263157891226,1.401481186277449
VRT,2026-08-06,0,273.62,0.2048607557927129,0.7484284845244797
PODD,2026-08-06,1,133.51,0.8764137517788928,1.2829324169530192
APP,2026-08-06,0,342.87,2.457491177414184,0.5613827744127574
MNST,2026-08-06,0,47.265,0.35954723368243346,1.6145201287395148
MRNA,2026-08-06,0,58.6,0.24279863481229125,0.38174561860142087
DVA,2026-08-06,0,188.24,-0.19999999999998908,1.4411529223378643
COHR,2026-08-07,0,368.76,0.00027117908667495527,0.5987607045881717
LITE,2026-08-07,0,882.62,-0.025868437153031554,0.5730659025787965
MRVL,2026-08-07,13,220.35,0.3570864533696483,0.07751407792445382
MRNA,2026-08-07,0,55.35,0.34092140921409,1.1315933564519156
TTD,2026-08-07,0,13.08,2.6993883792048923,0.23282887077998557
PODD,2026-08-07,0,138.6,-0.18559884559884443,1.4492753623188406
COIN,2026-08-07,2,149.21,0.0006567924401679193,0.11547736304046184
TTD,2026-08-10,0,13.64,0.16583577712607767,0.07421150278292976
SMCI,2026-08-10,0,32.98,1.0406913280776253,0.21878418502891162
MU,2026-08-10,2,872.23,0.18559324948694833,0.05787572923418835
TPL,2026-08-10,0,347.97,-0.20000000000000018,2.4298524732426894
APTV,2026-08-10,0,49.25,0.10395939086293993,1.7973856209150236
EFX,2026-08-10,2,182.0,0.38125274725275826,1.3974380302778298
GLW,2026-08-11,6,160.67,0.4956868114769586,0.5965650412885734
KLAC,2026-08-11,7,199.9,-0.00030015007503880753,0.16111167052663034
VRT,2026-08-11,1,277.5,0.25314594594594286,0.3698466224301239
FIX,2026-08-11,0,1708.01,-0.11293844883812909,2.0618799771295198
TTD,2026-08-11,1,13.42,0.9154992548435326,0.07567158531971084
GNRC,2026-08-11,3,211.86,-0.20000000000000018,2.911978821972202
DDOG,2026-08-12,0,244.7,-0.08172456068654688,1.865284974093264
DELL,2026-08-12,1,461.83,0.5412121343351561,0.40150126560181004
TER,2026-08-12,5,399.24,0.7374060715359176,0.22762911629318053
FIX,2026-08-12,2,1783.64,0.054586127245404015,0.816949583751469
GNRC,2026-08-12,0,224.29,-0.20000000000000018,2.936525864016264
TTD,2026-08-12,4,13.54,0.09483013293944964,0.07471049682480228
TPL,2026-08-12,0,362.99,-0.20000000000000018,1.662049861495845
DELL,2026-08-13,0,510.53,0.47832644506689004,0.23387604569578443
SMCI,2026-08-13,0,38.62,1.3504919730709553,0.07846214201648002
HPE,2026-08-13,0,61.95,0.3155125100887668,0.3273322422258639
TPL,2026-08-13,0,338.47,-0.13808018435903513,0.5899705014749262
APP,2026-08-13,0,309.87,0.1639397166553591,0.4180957047199182
TTD,2026-08-13,21,13.77,-0.12752360203340807,0.07280669821623434
BLDR,2026-08-13,0,73.79,0.08402222523375968,2.576999931096265
SNDK,2026-08-14,34,1653.41,0.31487168941763954,0.0950576134445694
WDC,2026-08-14,11,505.97,-0.0007826550981304692,0.1701992914959753
STX,2026-08-14,10,946.49,0.5655104649811449,0.21007052367580936
RDDT,2026-08-14,1,177.75,1.035218002812921,0.21060420639212482
COIN,2026-08-14,0,151.86,0.2797445015145339,0.23822128110112073
HOOD,2026-08-14,2,98.4,-0.17971544715447152,0.1434132349928299
STX,2026-08-17,28,997.98,0.24200885789293913,0.1327086642671918
LITE,2026-08-17,0,956.41,0.0859150364383332,0.19849020746449828
WDAY,2026-08-17,0,193.87,0.2735957084644358,0.8754435494314786
TTD,2026-08-17,0,13.84,0.3768786127167578,0.21778584392014055
VRT,2026-08-17,34,299.18,-0.05989705194197059,0.06343377013604799
FIX,2026-08-17,1,1801.25,0.28314004163774165,0.6174628296292953
COHR,2026-08-18,0,327.21,0.2178539775679278,0.5692920776083472
SNDK,2026-08-18,0,1704.4,1.0056336540718025,0.17229404452816605
LITE,2026-08-18,0,926.97,1.6076550481676888,0.5506304718903144
CVNA,2026-08-18,2,67.98,0.16701971167991658,0.25068200250682254
MNST,2026-08-18,1,46.33,0.25236347938699666,0.1741401828471883
PWR,2026-08-18,5,711.18,-0.15790095334513587,0.6274189113929468
SNDK,2026-08-19,1,1694.48,0.007317879231383273,0.0862461226419891
BLDR,2026-08-19,1,71.43,1.1273134537308938,1.0741138560687433
CVNA,2026-08-19,0,66.34,0.747753994573408,1.0905786125416523
RDDT,2026-08-19,3,158.22,-0.20000000000000018,0.30949771100652407
MRNA,2026-08-19,1,117.24,2.1324121460252643,0.1639273542987772
HOOD,2026-08-19,0,93.9,0.31015974440893324,0.24761802228562632
NRG,2026-08-19,2,116.99,-0.15734678177621308,0.6775590720013654
MRNA,2026-08-20,0,152.18,0.13445919306083187,0.18649260690022723
CRWD,2026-08-20,0,198.55,0.8404734323847807,0.7248396989127439
CVNA,2026-08-20,4,69.92,0.04264874141877151,0.5030542579949613
STX,2026-08-21,1,866.78,0.05560811278524369,0.4977241069815401
LITE,2026-08-21,1,906.38,-0.010613649904012146,0.30491536929257507
STLD,2026-08-21,3,227.9,-0.1649670908293155,1.0128037858517025
HOOD,2026-08-21,6,101.58,0.6842291789722399,0.07964161274265635
MOS,2026-08-21,0,23.92,-0.15827759197325486,1.7819261773440886
RDDT,2026-08-24,0,151.05,-0.20000000000000018,0.5915389983716159
TPL,2026-08-24,0,379.32,-0.10528313824739177,4.571353723230071
HOOD,2026-08-24,0,108.29,-0.19999999999998908,0.7382832577916979
COIN,2026-08-24,0,191.48,-0.10618341341132043,0.43932777557232366
