ticker,day,year,ret_trail,ret_blind,stopped_out,above_20dma
AAPL,2021-10-29,2021,0.7228072559277054,1.7732182892859665,True,True
AAPL,2021-11-18,2021,-0.1053368044256526,2.759518385942064,True,True
AAPL,2021-11-19,2021,-0.1545356508500315,1.85232174574982,True,True
AAPL,2021-11-22,2021,0.2056531420088952,-0.3711034141514067,True,True
AAPL,2021-11-23,2021,-0.0401067527308957,0.1799900695134012,True,True
AAPL,2021-11-24,2021,0.0783328149300204,0.7402799377916005,True,True
AAPL,2021-12-01,2021,-0.1392511644571883,-1.6660695091365223,True,True
AAPL,2021-12-02,2021,0.1564192390071855,3.181302759228917,True,True
AAPL,2021-12-08,2021,-0.1899174802417449,1.7026964202696293,True,True
AAPL,2021-12-14,2021,-0.0497261524418139,-0.536284801460519,True,True
AAPL,2021-12-15,2021,0.0245331505910534,2.3927816800868014,True,True
AAPL,2022-08-01,2022,0.2572945779765332,0.3478044841935298,True,True
AAPL,2022-10-31,2022,0.057954174554484,0.1697238723154193,True,True
AAPL,2023-02-03,2023,0.8719110991015416,4.370735661690197,True,True
AAPL,2023-02-06,2023,-0.1529739472390555,-0.5865967556939091,True,True
AAPL,2023-03-07,2023,-0.1767052850819914,-1.3407966675344791,True,True
AAPL,2023-03-17,2023,-0.1530817529472133,-0.6887493593029325,True,True
AAPL,2023-03-20,2023,-0.107119365447846,1.541239440252799,True,True
AAPL,2023-04-28,2023,0.0313865147198575,0.7181861348528062,True,True
AAPL,2023-05-04,2023,-0.1548762736535638,0.545851528384283,True,True
AAPL,2023-05-08,2023,-0.1265885899814376,0.6029684601113292,True,True
AAPL,2023-06-01,2023,-0.2074254361282896,1.3505908835115397,True,True
AAPL,2023-06-06,2023,-0.2141305253799302,-0.4473091990109226,True,True
AAPL,2023-06-20,2023,0.6136868933354998,0.3362073640258145,True,True
AAPL,2023-07-03,2023,-0.2125032264725649,-0.6711062929120909,True,True
AAPL,2023-07-20,2023,0.4103906089809306,-0.994463809719103,True,True
AAPL,2023-11-08,2023,0.1536538566964556,0.2631434680116166,True,True
AAPL,2023-12-06,2023,-0.1410542555926996,-1.0902545641552976,True,True
AAPL,2023-12-14,2023,0.0877026412807496,0.0656532498358645,True,True
AAPL,2023-12-15,2023,-0.0577279400597447,-0.2075634080899086,True,True
AAPL,2023-12-18,2023,-0.0356381622558845,-0.1263066646269995,True,True
AAPL,2024-05-06,2024,-0.0868256578947473,-0.3837719298245707,True,True
AAPL,2024-06-12,2024,0.002893378984424,2.753532333510155,True,True
AAPL,2024-06-13,2024,0.2710673372450375,-0.2840644500326039,True,True
AAPL,2024-06-14,2024,-0.1134792572845008,-0.6033394134979618,True,True
AAPL,2024-06-18,2024,0.1673222737925565,-1.484306787371912,True,True
AAPL,2024-09-23,2024,-0.2166754640626405,-0.3914841207002792,True,True
AAPL,2024-11-26,2024,0.289612170559239,0.7413756160274345,True,True
AAPL,2024-12-17,2024,0.1704334612923753,1.3595649392194409,True,True
AAPL,2024-12-18,2024,0.190276015228431,-1.705266497461922,True,True
AAPL,2025-07-01,2025,-0.0299148606811094,0.5514705882353013,True,True
AAPL,2025-07-02,2025,-0.0567012775730951,1.6364419350208084,True,True
AAPL,2025-08-08,2025,-0.2322874218962305,3.850855745721269,True,True
AAPL,2025-08-11,2025,0.0521267960951926,-0.2873752330810578,True,True
AAPL,2025-09-04,2025,0.0825770601803376,0.5284126651289659,True,True
AAPL,2025-09-17,2025,0.1714441143239681,-0.0083692513704691,True,True
AAPL,2025-09-22,2025,0.1978977043898479,3.1373338703181486,True,True
AAPL,2025-09-23,2025,0.1676153304928979,-0.5081499433217415,True,True
AAPL,2025-10-21,2025,0.1187795937070405,0.3665801130288604,True,True
AAPL,2025-10-31,2025,-0.181219538611501,-2.4333008411856056,True,True
AAPL,2025-11-03,2025,-0.1636165335699434,-0.5249926057379531,True,True
AAPL,2025-11-25,2025,0.5076833654230524,0.5885130962327914,True,True
AAPL,2026-02-05,2026,0.1910976881314472,-0.7981878977456478,True,True
AAPL,2026-04-20,2026,0.2126438057189551,0.9617874449746692,True,True
AAPL,2026-05-04,2026,0.0386548913043516,-1.0154462242563045,True,True
AAPL,2026-05-07,2026,-0.2310678604763499,-0.62571300169392,True,True
AAPL,2026-06-01,2026,-0.0775920597458889,-0.9699007468235752,True,True
ABBV,2021-11-01,2021,-0.1093372668112865,-0.3731019522776632,True,True
ABBV,2021-11-03,2021,-0.2058868960782613,0.8924740410194731,True,True
ABBV,2021-12-06,2021,-0.1608217002424146,1.42940733929617,True,True
ABBV,2021-12-07,2021,-0.1608570724899377,-0.2216566784336228,True,True
ABBV,2021-12-10,2021,0.3245604817524099,1.4185830335852527,True,True
ABBV,2021-12-13,2021,0.1618690095846601,1.102236421725236,True,True
ABBV,2021-12-14,2021,-0.0779156722354766,1.2887828162291093,True,True
ABBV,2021-12-16,2021,0.0065334358185995,1.3297463489623509,True,True
ABBV,2021-12-17,2021,-0.2999999999999926,-1.0012228676245811,True,True
ABBV,2021-12-20,2021,0.2576559022644222,1.855886701424029,True,True
ABBV,2022-03-01,2022,-0.0569445384979853,0.0067718561657881,True,True
ABBV,2022-03-21,2022,-0.0631384807752219,0.0687714910909744,True,True
ABBV,2022-04-07,2022,0.1400190851076504,3.3458579352299243,True,True
ABBV,2022-04-12,2022,-0.1586734392534284,-1.1340145295611694,True,True
ABBV,2022-09-16,2022,-0.3000000000000093,0.4602510460251022,True,True
ABBV,2022-09-19,2022,-0.1472988025619392,-0.682261208576991,True,True
ABBV,2022-10-28,2022,-0.3000000000000046,1.199205098334818,True,True
ABBV,2022-11-15,2022,-0.280500684529633,-0.1760219049481594,True,True
ABBV,2022-11-17,2022,0.182089156786118,0.8942173941842713,True,True
ABBV,2022-12-01,2022,-0.1451863354037182,0.3602484472049767,True,True
ABBV,2023-04-26,2023,-0.1651708876321585,-0.5655274157856012,True,True
ABBV,2023-07-21,2023,0.0856188466948101,1.0759493670886084,True,True
ABBV,2023-07-28,2023,0.0025847118463327,0.6003201707577412,True,True
ABBV,2023-07-31,2023,-0.2536063285249064,-0.5650468656517944,True,True
ABBV,2023-08-01,2023,0.2782600000000078,-0.9799999999999992,True,True
ABBV,2023-09-14,2023,-0.090119071113722,1.0657193605683866,True,True
ABBV,2023-09-15,2023,-0.078125409084959,-0.4319937164550311,True,True
ABBV,2023-09-18,2023,-0.1502025084923075,0.5552652207995782,True,True
ABBV,2023-12-08,2023,0.0703315999189579,0.790166812993865,True,True
ABBV,2023-12-12,2023,-0.2999999999999918,1.014960785606024,True,True
ABBV,2023-12-14,2023,0.1069124125421103,0.4405286343612195,True,True
ABBV,2023-12-15,2023,-0.1775817500323095,-0.4265219077161668,True,True
ABBV,2023-12-18,2023,-0.3000000000000021,0.2614379084967357,True,True
ABBV,2024-01-03,2024,0.0414596176598715,-0.0809514913755498,True,True
ABBV,2024-01-05,2024,-0.1331432467613123,0.4958780140085433,True,True
ABBV,2024-02-05,2024,-0.3000000000000053,0.8184173339613674,True,True
ABBV,2024-02-06,2024,-0.2999999999999994,0.9554325662685615,True,True
ABBV,2024-02-07,2024,-0.2541635538187341,0.5459456353083254,True,True
ABBV,2024-02-20,2024,0.2993453904339298,-0.045498492862431,True,True
ABBV,2024-03-07,2024,-0.2398045995938197,-0.894670399033973,True,True
ABBV,2024-03-08,2024,-0.2278902859686296,-0.4951596750862439,True,True
ABBV,2024-07-26,2024,-0.2565222131370876,0.9484873262469388,True,True
ABBV,2024-07-31,2024,-0.0999431287757721,-0.6041226272359538,True,True
ABBV,2024-08-01,2024,0.1831815518986045,1.038504553443036,True,True
ABBV,2024-08-02,2024,0.5822546863545878,-0.9058540161273378,True,True
ABBV,2024-08-05,2024,0.6786503067484686,-1.616431048279542,True,True
ABBV,2024-10-31,2024,0.2232065653314851,0.94073377234243,True,True
ABBV,2024-11-01,2024,-0.3000000000000029,-0.3914468855507224,True,True
ABBV,2024-11-07,2024,-0.119804407031437,-0.7378063877197231,True,True
ABBV,2025-02-03,2025,0.0211213014521249,3.82683699093787,True,True
ABBV,2025-02-04,2025,-0.103394979480887,1.2098278526888078,True,True
ABBV,2025-02-26,2025,-0.1849182179871445,-0.2897981236799467,True,True
ABBV,2025-03-03,2025,-0.1718020763882255,0.7143537479759977,True,True
ABBV,2025-03-05,2025,0.0129618003573636,2.129714589269328,True,True
ABBV,2025-03-11,2025,-0.2999999999999997,-1.4769685221083673,True,True
ABBV,2025-08-04,2025,0.4318464144551162,1.17037113084544,True,True
ABBV,2025-08-19,2025,-0.1986248971093696,-0.1113639664939668,True,True
ABBV,2025-09-12,2025,0.0549014238773341,-0.3650967506389245,True,True
ABBV,2025-09-22,2025,-0.1924390901735273,0.0988941832239498,True,True
ABBV,2025-09-23,2025,0.566722219719837,0.2747623980901822,True,True
ABBV,2025-10-01,2025,0.1267248758774136,4.59681561376477,True,True
ABBV,2025-10-02,2025,-0.0475320685790163,-1.7933496616712996,True,True
