rank,indicators,n_indicators,n_trades,win_rate_pct,avg_return_pct,median_return_pct,std_return_pct
750,Stoch_bull & CCI_gt100 & ROC10_pos,3,371,45.82210242587601,-0.13912538517085965,-0.1496880811424002,2.130188936947362
751,RSI_50_70 & BB_pctB_0.8-1.0 & ADX_gt25 & Stoch_bull & VolRatio_gt1.2 & EMA9_gt_EMA21,6,33,39.39393939393939,-0.1414114443532543,-1.017411817624981,2.9379619029812707
752,RSI_50_70 & BB_pctB_0.8-1.0 & ADX_gt25 & Stoch_bull & VolRatio_gt1.2 & WilliamsR_gt-50 & EMA9_gt_EMA21,7,33,39.39393939393939,-0.1414114443532543,-1.017411817624981,2.9379619029812707
753,RSI_50_70 & BB_pctB_0.8-1.0 & ADX_gt25 & Stoch_bull & VolRatio_gt1.2 & EMA9_gt_EMA21 & ROC10_pos,7,33,39.39393939393939,-0.1414114443532543,-1.017411817624981,2.9379619029812707
754,RSI_50_70 & BB_pctB_0.8-1.0 & ADX_gt25 & Stoch_bull & VolRatio_gt1.2 & WilliamsR_gt-50 & EMA9_gt_EMA21 & ROC10_pos,8,33,39.39393939393939,-0.1414114443532543,-1.017411817624981,2.9379619029812707
755,RSI_50_70 & BB_pctB_0.8-1.0 & ADX_gt25 & Stoch_bull & CCI_gt100 & WilliamsR_gt-50 & ROC10_pos,7,90,45.55555555555556,-0.14239071714453314,-0.16612730208557477,2.1376408018779354
756,RSI_50_70 & BB_pctB_0.8-1.0 & ADX_gt25 & Stoch_bull & EMA9_gt_EMA21 & ROC10_pos,6,128,46.09375,-0.14263601921875285,-0.13918448602990824,2.226207222833204
757,MACD_bull & ADX_gt25 & Stoch_bull & CCI_gt100 & ROC10_pos,5,81,43.20987654320987,-0.1435704393163516,-0.21700039910149188,2.230589037166002
758,RSI_50_70 & BB_pctB_0.8-1.0 & ADX_gt25 & Stoch_bull & CCI_gt100 & WilliamsR_gt-50,6,91,45.05494505494506,-0.14443930106054398,-0.18181738915381493,2.125951910250616
759,RSI_50_70 & MACD_bull & ADX_gt25 & Stoch_bull & CCI_gt100 & WilliamsR_gt-50 & ROC10_pos,7,71,42.25352112676056,-0.1451422829537272,-0.21700039910149188,2.2503782281137297
