max_move_bound,n,win_rate,avg_payoff_pct_spot,avg_payoff_pct_credit,pooled_breakeven_win_rate,mean_risk_reward_ratio,margin_vs_breakeven,avg_days_to_expiry
0.12,250,0.684,0.0026484622079288585,0.2827622242180041,0.7074978795589483,2.470214885606494,-0.02349787955894822,2.224
0.25,255,0.6862745098039216,0.0029024675665479316,0.2856172574977063,0.7074380165289256,2.469672564398305,-0.021163506725004,2.2470588235294118
