total_events,outside_plan_window,no_contracts_listed,no_atm_contract,no_trade_atm_leg,usable_atm_data,passed_move_filter,no_real_data_wing_strike,no_real_data_wing_trade,ok,skew_empirical,skew_default_symmetric
1079,643,0,49,4,383,355,68,0,243,678,401
