max_move_bound,n,win_rate,avg_payoff_pct_spot,avg_payoff_pct_credit,pooled_practical_breakeven_win_rate,mean_practical_risk_reward_ratio,margin_vs_practical_breakeven,avg_days_to_expiry,pct_true_jade_lizard,n_true_jade_lizard,win_rate_true_jade_lizard,n_residual_call_risk,win_rate_residual_call_risk
0.12,270,0.7222222222222222,0.0020421872708846047,0.1419688063274606,0.8506643725384941,4.725977181360691,-0.12844215031627193,2.251851851851852,0.0,0,,270,0.7222222222222222
0.25,277,0.7256317689530686,0.0024625059049391104,0.15242096372977113,0.850321522237702,4.709813717224939,-0.12468975328463339,2.2743682310469313,0.0,0,,277,0.7256317689530686
