n,win_rate,avg_payoff_pct_cost,median_payoff_pct_cost,pooled_return,avg_im_pct,avg_abs_real_move_pct
353,0.40509915014164305,-0.012941976859516492,-0.18471337579617825,0.06966724811621662,0.06425175930193026,0.05759359857457651
