max_move_bound,n,win_rate,avg_payoff_pct_spot,avg_payoff_pct_credit,pooled_breakeven_win_rate,mean_risk_reward_ratio,margin_vs_breakeven,avg_days_to_expiry,pct_empirical_skew,avg_skew_ratio,avg_put_width_em,avg_call_width_em,sum_net_credit,sum_max_risk
0.12,238,0.6932773109243697,0.0029435046114155237,0.2928480713924279,0.7458060642449714,2.9005833231607845,-0.052528753320601695,2.189075630252101,1.0,1.0044408753584526,0.47394953965005165,0.5260504603499483,846.72,2484.2799999999997
0.25,243,0.691358024691358,0.0029096460882554547,0.2813914145515401,0.7457915173237754,2.8963715930703087,-0.05443349263241737,2.213991769547325,1.0,1.001042568605835,0.47341201594679616,0.5265879840532038,851.09,2496.91
