alert_id,fired_at,session_date,ticker,signal_type,price,pct_b,rsi,vol_ratio,adx,dist_52w_high,tier,checked_at
1281,2026-09-02T14:12:36.885170+00:00,2026-09-02,HOOD,BREAKOUT,106.08,72.3,55.7,0.54,18.7936398877219,-32.106783695415125,PREFER-HIGH,2026-09-02T14:26:56.501040+00:00
1282,2026-09-02T14:51:27.924582+00:00,2026-09-02,XLE,BREAKOUT,64.85,83.6,70.9,0.74,26.648781514392137,0.0,PREFER-HIGH,2026-09-02T14:56:54.313800+00:00
1283,2026-09-02T14:54:22.870921+00:00,2026-09-02,VZ,BREAKOUT,50.75,85.6,69.2,0.79,20.81434477958964,-2.1019887283048377,PREFER-HIGH,2026-09-02T14:56:54.436351+00:00
1284,2026-09-02T14:54:45.142952+00:00,2026-09-02,PG,BREAKOUT,147.12,92.3,55.5,0.4,6.134994725194261,-12.553822139645481,PREFER-HIGH,2026-09-02T14:56:54.563902+00:00
1285,2026-09-02T14:57:33.024604+00:00,2026-09-02,XLF,BREAKOUT,58.18,73.8,57.3,0.95,22.211461387019376,-1.9036195921957224,PREFER-HIGH,2026-09-02T15:11:53.609515+00:00
1286,2026-09-02T15:24:24.209221+00:00,2026-09-02,COP,BREAKOUT,136.38,82.8,70.3,0.59,27.657230767052102,0.0,PREFER-HIGH,2026-09-02T15:26:54.657425+00:00
1287,2026-09-03T13:30:26.128495+00:00,2026-09-03,ABBV,BREAKOUT,261.72,69.1,57.7,0.65,23.199262614962535,-1.5979245706260425,PREFER-HIGH,2026-09-03T13:34:24.841043+00:00
1288,2026-09-03T13:30:35.598026+00:00,2026-09-03,XLF,BREAKOUT,58.12,70.5,57.1,0.01,20.72992084018613,-1.1147341975139113,PREFER-HIGH,2026-09-03T13:34:24.934505+00:00
1289,2026-09-03T13:33:28.951134+00:00,2026-09-03,TMO,BREAKOUT,621.0,65.5,61.1,0.08,35.66720983250734,-4.83384683550212,PREFER-MID,2026-09-03T13:34:25.019951+00:00
1290,2026-09-03T13:33:52.504466+00:00,2026-09-03,COIN,BREAKOUT,183.1,73.0,57.1,0.04,25.104756016551534,-54.8222140425938,PREFER-HIGH,2026-09-03T13:34:25.087271+00:00
1291,2026-09-03T13:33:59.786426+00:00,2026-09-03,UBER,BREAKOUT,78.07,63.2,55.7,0.03,15.574113279490074,-23.62637551087791,PREFER-HIGH,2026-09-03T13:34:25.249419+00:00
1292,2026-09-03T13:34:09.404445+00:00,2026-09-03,DIS,BREAKOUT,109.04,74.2,60.2,0.03,28.84800609825496,-9.138331635486983,PREFER-HIGH,2026-09-03T13:34:25.460553+00:00
1293,2026-09-03T13:34:28.989859+00:00,2026-09-03,ARKK,BREAKOUT,85.21,70.6,57.4,0.03,24.16781368930567,-9.877876915841338,PREFER-HIGH,2026-09-03T13:49:23.714967+00:00
1294,2026-09-03T13:34:38.903754+00:00,2026-09-03,MA,BREAKOUT,591.62,72.0,61.4,0.01,35.90674656233741,-1.9537843812429374,PREFER-MID,2026-09-03T13:49:23.944286+00:00
1295,2026-09-03T13:34:46.487983+00:00,2026-09-03,DHR,BREAKOUT,211.72,57.0,55.7,0.01,21.210100333593292,-13.278247876235682,PREFER-HIGH,2026-09-03T13:49:24.193814+00:00
1296,2026-09-03T13:36:28.345083+00:00,2026-09-03,C,BREAKOUT,136.43,67.0,56.0,0.14,14.304595708024001,-7.7778554084378895,PREFER-HIGH,2026-09-03T13:49:24.432750+00:00
1297,2026-09-03T13:36:56.276220+00:00,2026-09-03,JPM,BREAKOUT,359.04,55.9,56.9,0.11,11.226621860847565,-2.453582242944262,PREFER-HIGH,2026-09-03T13:49:24.652632+00:00
