ticker,n,signal_mean,signal_win,baseline_mean,lift,p_value
RIVN,16,1.3724080125723987,37.5,-0.662424811481889,2.0348328240542877,0.6199599224380373
AMZN,18,2.3586057101085873,55.55555555555556,0.5958276678821106,1.7627780422264767,0.2638960692733266
ISRG,19,1.705071950270326,52.63157894736842,0.3053740990147302,1.3996978512555958,0.3934854413174059
XYZ,17,0.8358829745554672,58.82352941176471,-0.3353085109293699,1.171191485484837,0.6321750169133575
BLK,15,1.4248527152337804,66.66666666666666,0.3193822789491276,1.1054704362846528,0.2187525365767996
CRWD,18,2.5045813536426618,66.66666666666666,1.4237339781883418,1.08084737545432,0.4833415447225109
MA,15,1.5066031740885082,60.0,0.4918110336473886,1.0147921404411195,0.2523162063736128
VRTX,19,1.7667453794337773,52.63157894736842,0.936711518496703,0.8300338609370743,0.5127998349764273
CMCSA,22,0.2667809019786611,59.09090909090909,-0.49795280545604004,0.7647337074347011,0.4531100114953914
IWM,18,1.030430432009775,55.55555555555556,0.3201550133733639,0.7102754186364111,0.41254784154829904
GS,18,1.486743943201257,66.66666666666666,0.9058431627810477,0.5809007804202093,0.7387906129361611
JNJ,15,0.8564364947864128,66.66666666666666,0.40305017424483713,0.4533863205415757,0.48411570076034216
T,16,0.7291208541598668,62.5,0.27727862823326876,0.45184222592659806,0.6365207280183535
ABBV,17,1.192041574038532,64.70588235294117,0.7606669239307887,0.43137465010774323,0.7138304537824103
XLV,15,0.5831030676333495,66.66666666666666,0.22504179345040956,0.35806127418294,0.678422492937852
WMT,15,0.9704094353664898,66.66666666666666,0.7546860410190137,0.21572339434747612,0.8609981150658839
XOM,16,1.169675994927061,43.75,1.0063550765359264,0.1633209183911346,0.9064435144120188
XLF,15,0.5313279716912899,53.333333333333336,0.396214149038947,0.13511382265234284,0.8541550011006588
VLO,20,1.7165025972590218,60.0,1.598354623129068,0.11814797412995381,0.9498981461939526
DIA,22,0.4760928838928589,63.63636363636363,0.3718337301193713,0.1042591537734876,0.8520519317105686
C,19,0.7869130867322466,52.63157894736842,0.6950036780721974,0.09190940866004915,0.9575869079322477
SLB,17,0.8762442434335895,35.294117647058826,0.8004657705813262,0.07577847285226336,0.9702709038455903
MRK,21,0.6262369010849994,52.38095238095239,0.6130459253320053,0.013190975752994105,0.9904925072683889
V,17,0.44063236198533745,47.05882352941176,0.4613375070904296,-0.020705145105092138,0.9781641013657738
MPC,16,1.6453822687379698,75.0,1.70112250423563,-0.05574023549766016,0.9741415081094185
RTX,18,0.807410653538277,61.111111111111114,0.8719442906284788,-0.06453363709020177,0.9497100943521132
XLE,15,0.7878551924359163,46.666666666666664,0.8970243142401907,-0.1091691218042744,0.9362546983062834
PEP,15,-0.15209136877829021,46.666666666666664,-0.018958429833638994,-0.13313293894465122,0.8702854969818131
SPY,16,0.3315053366647877,50.0,0.47988571371586153,-0.14838037705107382,0.796662080805563
UPS,20,-0.6091844343910496,50.0,-0.36038559702828904,-0.2487988373627606,0.8613601644025964
GOOGL,16,0.5462360263311052,62.5,0.8841736756489297,-0.33793764931782444,0.8096854997287919
PFE,15,-0.6596646890622372,40.0,-0.31299779530632965,-0.34666689375590753,0.7632863011608839
LMT,18,0.12473021894774934,44.44444444444444,0.5306785800790798,-0.4059483611313304,0.7143569615909046
HON,16,-0.3356871552332968,37.5,0.0952548948545651,-0.4309420500878619,0.7593981222697408
CVX,20,0.2335949110274155,45.0,0.7247583897382787,-0.4911634787108632,0.6677745557857689
SCHW,15,-0.24330598270566545,66.66666666666666,0.5499550100247498,-0.7932609927304153,0.7352220282902685
GILD,16,-0.15459246053972908,43.75,0.6573639727107722,-0.8119564332505013,0.5588354787641497
MCD,15,-0.7214490285573407,46.666666666666664,0.1610918462796147,-0.8825408748369554,0.23700441348390672
MS,15,-0.5150546626311149,46.666666666666664,0.7505725839768745,-1.2656272466079894,0.4474857813712086
BKNG,20,-0.42616125962801965,50.0,0.8884070610996464,-1.3145683207276662,0.3692004840208675
UNH,19,-1.1510270554999658,47.368421052631575,0.19088015254198387,-1.3419072080419496,0.18727938500985863
DHR,16,-1.499994922763089,43.75,-0.13059281834197436,-1.3694021044211147,0.2524532356628168
SBUX,16,-1.2777078520230905,31.25,0.09205854370504035,-1.3697663957281307,0.32702404877488267
MSFT,18,-0.9375017114310159,50.0,0.5368808192683272,-1.474382530699343,0.3389664379946253
JPM,18,-0.8788868336720218,50.0,0.7706014087926866,-1.6494882424647084,0.17709564366656147
INTC,17,-0.5847275115947798,35.294117647058826,1.1300949096678117,-1.7148224212625913,0.5890443039997139
COST,16,-1.1126832794068586,43.75,0.6991134039243815,-1.8117966833312402,0.10697699368951737
MRVL,16,-0.10301710542603981,43.75,1.7473795758762027,-1.8503966813022426,0.6443278298617579
PLTR,16,0.48777982742127035,56.25,2.4370935431241616,-1.9493137157028912,0.4622690930634419
DE,16,-1.4266176391631322,43.75,0.5403064127721701,-1.9669240519353024,0.20377548333172849
LRCX,15,-0.4703570254711384,46.666666666666664,1.7588063381325503,-2.2291633636036887,0.26114363418473424
GE,17,-0.6729920919874428,47.05882352941176,1.5764428734223754,-2.2494349654098182,0.25687839992281164
KLAC,15,-0.7534170064771074,46.666666666666664,1.751290184943722,-2.504707191420829,0.2892298837699637
TGT,18,-2.861472816772354,27.77777777777778,-0.13685857433421708,-2.724614242438137,0.08491992591497705
RBLX,18,-2.6269715906874773,38.88888888888889,0.20156130709443126,-2.8285328977819084,0.24195011565096727
ABNB,16,-2.479191739651903,43.75,0.47425361572165814,-2.953445355373561,0.14780369730924955
ROKU,15,-3.607162617849538,46.666666666666664,0.03257548522590082,-3.6397381030754388,0.22427695042365878
