ticker,direction,entry_date,hold_days,ret_pct
IBM,short,2026-04-13,4,-8.492058350057508
IBM,short,2026-05-22,10,-7.162762986304405
INTC,short,2022-12-12,10,7.7852779667459515
INTC,short,2023-02-10,10,9.880563247040586
INTC,short,2023-05-26,4,-14.103494375233172
INTC,long,2023-08-15,1,-5.309237718770088
INTC,short,2025-01-15,10,-3.144333104877539
INTC,long,2025-05-13,10,-8.89981984256697
INTC,long,2025-06-25,10,5.491584478777289
INTC,short,2025-07-28,10,0.8165229528615536
INTC,long,2025-09-19,10,21.231082450514883
INTC,long,2025-10-31,5,-6.268434655680444
INTC,long,2026-04-07,10,27.644003719899366
INTC,long,2026-06-22,10,-20.651233996477934
ISRG,short,2022-06-14,10,-4.089806944140428
ISRG,long,2022-12-13,5,-8.11456708730981
ISRG,long,2023-03-22,10,5.1132609469252355
ISRG,long,2023-05-18,5,-1.3317329290095326
ISRG,long,2023-06-06,10,2.1584084788985214
ISRG,short,2023-10-13,10,2.9419390551936653
ISRG,long,2024-03-05,10,-2.367500305175785
ISRG,long,2024-05-16,10,0.9641449105302735
ISRG,long,2024-08-09,10,5.179530825300627
ISRG,long,2024-10-21,10,-2.2387417331073522
ISRG,long,2025-01-16,10,-1.8400225115601132
ISRG,long,2025-02-25,2,-3.414423892235985
ISRG,short,2025-04-08,1,-9.043335178506329
ISRG,long,2025-05-01,10,8.137117767507075
ISRG,short,2025-09-04,10,1.102819633351404
ISRG,long,2025-10-23,10,4.265571766177612
ISRG,short,2026-03-24,10,2.4211084370877267
ISRG,short,2026-05-07,10,2.922483776759044
ISRG,short,2026-07-07,10,20.350398735246024
IWM,short,2022-12-12,10,3.1478919153930196
IWM,short,2023-03-10,10,4.767451706088943
IWM,short,2023-05-04,10,-3.426333683303362
IWM,long,2023-07-05,1,-2.3245903863678863
IWM,long,2023-07-12,10,1.9194917578709614
IWM,long,2024-02-13,10,3.1087585697517683
IWM,long,2024-04-01,7,-4.668601507432513
IWM,long,2024-07-12,10,5.307159096813252
IWM,long,2024-10-17,10,-4.032439737164994
IWM,long,2025-01-23,10,0.7579435403942014
IWM,short,2025-02-25,10,7.2191133103864935
IWM,short,2025-04-04,10,-0.0711926413547781
IWM,long,2025-08-14,10,3.405707711499617
IWM,long,2026-04-09,10,6.4688114666280105
IWM,long,2026-06-25,10,-1.178551986103249
IWM,long,2026-08-10,10,-0.845232592053391
JNJ,short,2022-07-21,10,-1.0232227010577688
JNJ,short,2022-08-12,10,1.9517662317720341
JNJ,long,2022-11-25,10,-0.9245683529729987
JNJ,short,2023-01-17,10,6.080460822445222
JNJ,short,2023-05-17,10,3.2855624385683124
JNJ,short,2023-09-27,10,1.5134374622030378
JNJ,long,2024-01-04,10,0.05569425083866708
JNJ,short,2024-02-05,10,-0.7981610338601675
JNJ,long,2024-02-27,10,1.4968250031737629
JNJ,short,2024-03-20,10,2.0552325054353893
JNJ,long,2024-08-27,10,0.8073439291857776
JNJ,short,2024-12-06,10,3.2933919198383954
JNJ,short,2025-04-02,10,0.06492490636517134
JNJ,short,2025-05-15,10,-4.871626158018372
JNJ,long,2025-10-01,10,2.779568908035124
JNJ,long,2026-01-15,10,4.133255945127923
JNJ,long,2026-04-07,8,-2.741094001568334
JNJ,long,2026-05-21,10,1.5044465541833363
