basket,lag1_autocorr,n_top_days,baseline_rel_pct,next_day_rel_pct_after_leading,p_value,significant
Hyperscalers,-0.03698841093529653,127,-0.3950865630928059,-0.5021319402636857,0.662227545344693,False
Chipmakers,0.015681544109965046,127,-0.18990813671175533,-0.12880440203960658,0.6943172318731213,False
Memory,0.01465900448941881,127,0.5012233460889551,0.5463834999410171,0.8629893804827652,False
Storage,0.03310914274492053,127,0.19668112931922532,0.44968678816821106,0.20105611158085265,False
SemiCapEquip,0.10797763269876434,127,-0.11290977560361937,-0.0006642564730502109,0.46161136331720626,False
