ticker,n,signal_mean,signal_win,baseline_mean,lift,p_value
HOOD,18,18.717027853945492,72.22222222222221,1.1308858408047364,17.586142013140755,0.009218140270434685
XYZ,18,6.269933583451849,61.111111111111114,-1.5882122054587005,7.858145788910549,0.12798161683706194
UBER,19,10.747939794964903,89.47368421052632,2.954256979921623,7.79368281504328,0.02646888203081742
ROKU,10,9.940531491039359,90.0,2.3886176967883754,7.551913794250983,0.03085855574236301
COIN,20,8.20226725552476,55.00000000000001,2.3232310026772693,5.87903625284749,0.4526976058016788
PANW,15,9.668592219487527,86.66666666666667,4.376629685154865,5.291962534332662,0.04153988360237031
ARKK,15,5.1322896176807795,66.66666666666666,0.33694578379657714,4.7953438338842025,0.11945882063795205
SMCI,13,15.827764936302328,53.84615384615385,11.131922044782456,4.695842891519872,0.6509646253626222
AMD,19,7.3526920508732845,57.89473684210527,2.8322198638583154,4.520472187014969,0.2941260386722342
MRVL,12,6.673953612068819,58.333333333333336,2.273614845911685,4.400338766157134,0.3472458230376611
SCHW,15,5.308317323885816,86.66666666666667,1.0795623922755262,4.22875493161029,0.023402265788998795
SOFI,17,4.933912521600206,52.94117647058824,0.756762575811609,4.177149945788597,0.300993781327102
NVDA,12,8.295141398014398,75.0,4.569175362613402,3.7259660354009956,0.5267393699591405
RIVN,20,3.655178020973158,45.0,0.26163027335290573,3.3935477476202522,0.5278993489206041
DIS,22,3.1243470923734207,59.09090909090909,-0.052420742115234696,3.1767678344886554,0.14489900640582457
UNH,20,5.293221707693243,70.0,2.542273712402794,2.7509479952904488,0.3655867830005543
COST,12,5.528581156625372,91.66666666666666,2.7789461742931603,2.749634982332212,0.055897095518078366
TMO,19,2.6163251612885765,57.89473684210527,0.028899044944009702,2.5874261163445667,0.21527156081668647
LLY,20,6.012010812605667,70.0,3.5524968934147516,2.4595139191909157,0.2802133637037389
JPM,13,5.038701709118613,76.92307692307693,2.580711804763264,2.4579899043553493,0.2182647253024945
BAC,10,4.546250758711199,80.0,2.1963848808522006,2.3498658778589987,0.30038971759403904
ABBV,17,3.6186368577426506,76.47058823529412,1.4649929820813068,2.153643875661344,0.10023988233990842
JNJ,17,2.5418172792826716,58.82352941176471,0.5293037010194277,2.0125135782632437,0.15491937816779225
HD,13,1.815663303230713,61.53846153846154,-0.004796295727374256,1.8204595989580872,0.2748253484403386
VLO,10,6.216456468560955,70.0,4.462454851526219,1.7540016170347368,0.5910518355041822
C,12,4.176461975471539,58.333333333333336,2.4353770645916204,1.7410849108799185,0.5602710048671924
PYPL,28,0.488518094947464,50.0,-1.207764782152515,1.696282877099979,0.47295953199026053
SNOW,19,2.9006861585539876,52.63157894736842,1.2486465812805556,1.652039577273432,0.7085482646771118
FDX,14,1.9986345487773949,64.28571428571429,0.3714856530557152,1.6271488957216798,0.45307357228783396
MA,13,3.641331548203243,69.23076923076923,2.043236998820295,1.5980945493829477,0.410051986862051
SBUX,24,2.265933320491993,54.166666666666664,0.6804918560731352,1.5854414644188577,0.4586070441240023
SLB,11,5.012573653675563,63.63636363636363,3.566132972693568,1.4464406809819952,0.5838762413932428
WMT,9,4.591245235508151,77.77777777777779,3.170930419992034,1.4203148155161167,0.46378803682794917
MS,13,4.406095371523888,69.23076923076923,3.019411725211602,1.3866836463122856,0.5847775175779713
LRCX,10,5.489988276814868,50.0,4.110834136730681,1.3791541400841876,0.7339057234276339
UAL,19,4.706212373017718,63.1578947368421,3.339253992219763,1.3669583807979548,0.7247913818034208
RCL,19,4.25002939124258,63.1578947368421,2.916735127847213,1.3332942633953673,0.6735701906127214
ABNB,27,3.7720229677566355,70.37037037037037,2.470965844957864,1.3010571227987713,0.5272745032558956
WFC,16,4.6965100400213275,62.5,3.4506515064980006,1.245858533523327,0.581965298699497
AAPL,15,2.9524977625554487,53.333333333333336,1.7655213347643524,1.1869764277910964,0.612320094884493
AVGO,9,6.62836608667502,66.66666666666666,5.459734559494976,1.168631527180044,0.8318388021311071
PEP,19,1.7366651689432335,68.42105263157895,0.5799095454968018,1.1567556234464318,0.2839153364945383
TLT,20,0.17276293024207007,45.0,-0.9047677713267788,1.077530701568849,0.4238971907622893
UPS,16,1.4764482411438604,75.0,0.415521097035061,1.0609271441087995,0.5058621566099006
XLI,10,2.7943489375106525,70.0,1.8864780769536542,0.9078708605569983,0.6466122536733525
IWM,14,2.191346694232686,78.57142857142857,1.3859636224043044,0.8053830718283814,0.5955160056431402
DIA,8,2.430519855185304,75.0,1.6570369164189767,0.7734829387663271,0.4756457264121036
DHR,14,1.8313644405955205,71.42857142857143,1.260815722290629,0.5705487183048914,0.6999782639968782
XLK,11,2.4564892805680305,63.63636363636363,1.9276356276313318,0.5288536529366987,0.8524885592307064
LMT,18,1.9899704199583945,61.111111111111114,1.4672586235385934,0.5227117964198011,0.7747670057670277
NET,13,4.116858658790252,61.53846153846154,3.63435611296132,0.48250254582893204,0.9287106886210602
CRM,22,0.711656969971007,59.09090909090909,0.3473822295093759,0.3642747404616311,0.8429300206211536
OXY,13,2.0163214679162644,76.92307692307693,1.6549649089689835,0.3613565589472809,0.8376403320054574
HON,20,1.736577524686313,65.0,1.3762861214438087,0.3602914032425044,0.7372053511988028
MSFT,25,1.504111089914547,64.0,1.1562320954943113,0.3478789944202356,0.829300096790853
LOW,15,0.7346922393709915,53.333333333333336,0.40815972771135417,0.3265325116596373,0.8849467082122187
XLF,13,1.8709933262722254,69.23076923076923,1.5792792183869944,0.291714107885231,0.7843437720343515
PG,17,1.429016719127208,52.94117647058824,1.1443738021207046,0.28464291700650346,0.7979912522951915
CRWD,14,2.6550945988013903,57.14285714285714,2.3925041633045163,0.262590435496874,0.9351602485007755
TGT,26,-0.9185622889566475,42.30769230769231,-1.163474493863553,0.24491220490690557,0.9132714053605923
PFE,25,-0.00975340240763785,48.0,-0.2481356067016913,0.23838220429405343,0.8469423850666327
VRTX,19,3.639505202649043,63.1578947368421,3.5290060844461455,0.1104991182028976,0.9510163976870462
