ticker,n,signal_mean,signal_win,baseline_mean,lift,p_value
COIN,20,5.704035866774403,65.0,0.6105571901452584,5.093478676629144,0.09990375984178972
SMCI,13,7.893088151313693,53.84615384615385,3.01542442248193,4.877663728831763,0.2622992629155875
HOOD,18,4.940866084423377,61.111111111111114,0.2379095712909862,4.702956513132391,0.08384228118047779
NET,13,6.032568848141886,76.92307692307693,1.3645768967040859,4.6679919514378,0.3350078071658838
ARKK,15,4.943721343424377,73.33333333333333,0.335814634146149,4.607906709278228,0.009083646183133336
MRVL,12,4.73240836316264,75.0,0.5435790130990937,4.188829350063546,0.06872729040726577
AVGO,9,5.049195095749606,66.66666666666666,1.6293000555206771,3.4198950402289285,0.19703870242674648
ZS,24,3.2425558400233214,70.83333333333334,0.2877331794005215,2.9548226606228,0.029532104159817215
LRCX,10,3.9140244746940653,70.0,1.0034282029919255,2.91059627170214,0.3191633688427047
MU,8,4.793890004966851,62.5,1.8879813770235183,2.905908627943333,0.3256516566184987
UAL,19,3.4342476446670838,68.42105263157895,0.6043604917447557,2.829887152922328,0.15401771906824416
SOFI,17,3.257742633949854,52.94117647058824,0.5782262905206428,2.679516343429211,0.231435012006591
NVDA,13,4.251780580446142,69.23076923076923,1.6257688628632498,2.626011717582892,0.31984846064457245
LLY,20,3.8989410549730175,75.0,1.3687123793950275,2.53022867557799,0.11341593312732998
XYZ,18,2.3511605248982237,61.111111111111114,-0.07762959709995261,2.4287901219981762,0.31624510250083515
RBLX,15,2.374019342315651,60.0,0.09933742797228304,2.274681914343368,0.38380274032712597
PLTR,14,3.54278925496941,57.14285714285714,1.5400381483561454,2.002751106613265,0.6234262942761952
FDX,16,2.254649417215046,62.5,0.308325250463654,1.9463241667513922,0.06832048570688445
ROKU,10,3.046486825773674,80.0,1.2411683591876574,1.8053184665860167,0.5574981316495351
ABBV,17,2.322824343703521,76.47058823529412,0.6037440047690109,1.7190803389345102,0.14959961242392117
DIS,22,1.4812861952822376,68.18181818181817,-0.16860317437334016,1.6498893696555776,0.07573691636970484
PANW,15,2.954735032899884,66.66666666666666,1.3386413094321163,1.6160937234677677,0.311192737491016
MA,13,2.299794563058774,84.61538461538461,0.6950545519101692,1.604740011148605,0.06004717191212934
CRM,22,1.8989995205402892,59.09090909090909,0.33862548927523684,1.5603740312650523,0.18982398178165028
UBER,20,2.3131066172623047,55.00000000000001,0.7536157655482112,1.5594908517140935,0.3585045532048651
HD,13,1.5018396925528223,69.23076923076923,0.04007297028940139,1.461766722263421,0.16789997708970256
ABNB,27,1.825430293705287,66.66666666666666,0.38285117018646836,1.4425791235188188,0.11516970801848389
ISRG,27,1.2957203481415775,48.148148148148145,-0.10731298825465184,1.4030333363962293,0.24363390872464402
SNOW,19,1.4849138497666643,57.89473684210527,0.11602214475911532,1.3688917050075489,0.5760171600468089
SCHW,15,1.7893614276860426,60.0,0.44921927952184004,1.3401421481642024,0.23907384595039843
RIVN,20,2.3254175317686743,55.00000000000001,0.9867162483999874,1.3387012833686869,0.5430191232716943
JPM,13,2.059341770188847,69.23076923076923,0.7918093378961469,1.2675324322927,0.3920082904810792
XLK,11,1.631059858219936,63.63636363636363,0.40553095069288225,1.2255289075270537,0.4151404502053561
BAC,10,1.4729691729100147,50.0,0.34594509978574856,1.1270240731242662,0.43931263241132595
ORCL,19,1.2376354425432161,52.63157894736842,0.1302727647148596,1.1073626778283565,0.5157781243517026
TMO,19,1.173440209143217,47.368421052631575,0.06788309591267119,1.1055571132305457,0.39492376536733786
AXP,8,1.6905641380669258,62.5,0.591889068871139,1.098675069195787,0.5345105354930686
WMT,9,1.8620793428567646,77.77777777777779,0.8073258263109794,1.054753516545785,0.26857923908076264
PFE,25,0.9871806609793531,48.0,-0.03332965626383315,1.0205103172431862,0.31502237303860986
DIA,8,1.2927283688831837,75.0,0.3384951455060908,0.9542332233770929,0.2638248960826608
IWM,14,1.1578915465905717,64.28571428571429,0.2708434667368261,0.8870480798537457,0.35120024163120184
TGT,26,0.5860349957775968,50.0,-0.25806467255794846,0.8440996683355453,0.4846206686819644
AAPL,15,1.5935560938327236,60.0,0.7883376021133867,0.8052184917193369,0.36071460438390873
COST,12,1.295806287919741,58.333333333333336,0.5587732544023042,0.7370330335174368,0.39243824330434834
NKE,25,0.2524528759052106,52.0,-0.46226187132407276,0.7147147472292834,0.39533527660241746
LOW,15,0.978382220796689,60.0,0.29613442280137775,0.6822477979953112,0.48691556230076105
LMT,18,1.0429498797245333,50.0,0.3997120121289537,0.6432378675955797,0.5420939038807516
WFC,16,1.5231802977754956,62.5,0.9005990247239963,0.6225812730514992,0.6361622580647526
XLI,10,0.9849602084644392,70.0,0.4879331542806974,0.4970270541837418,0.4510985639226542
DE,19,1.4294435263272371,57.89473684210527,0.944385034698066,0.48505849162917114,0.7155422358670158
DHR,14,0.770091812442234,50.0,0.299766124457264,0.47032568798497,0.6067899019273686
XLF,13,0.8141510930343578,69.23076923076923,0.3940207158845218,0.42013037714983603,0.6136206964320797
C,12,0.8927124351686938,58.333333333333336,0.47281434278849893,0.4198980923801949,0.7280904110039935
XLE,14,1.7019317354281527,85.71428571428571,1.3040694014460636,0.39786233398208903,0.4468593970752258
PG,17,0.5663052086245252,58.82352941176471,0.19773348504826418,0.368571723576261,0.7006353352140972
VRTX,19,1.8742513156300835,63.1578947368421,1.5122864068007593,0.3619649088293242,0.7306918864997629
BLK,18,0.07162419092113728,55.55555555555556,-0.26217641838464856,0.3338006093057858,0.7294275891617497
PYPL,28,-0.1851264143394197,50.0,-0.5170354156206933,0.33190900128127365,0.7509267619622731
MRK,18,0.8557456874134203,44.44444444444444,0.5320532637670654,0.32369242364635487,0.6865607253407431
VZ,19,0.5957537675851983,57.89473684210527,0.27336173342788317,0.3223920341573151,0.564183674845379
V,18,0.9477866473338591,66.66666666666666,0.6731019329726797,0.27468471436117936,0.6437057807570925
DDOG,15,1.4742409586713516,46.666666666666664,1.2257119226381359,0.24852903603321574,0.9084494676718506
UNH,20,0.570357613902911,60.0,0.3436259621343473,0.22673165176856364,0.8881167597815798
GE,15,1.032687224208759,60.0,0.8441921716124186,0.18849505259634047,0.8918526372149788
UPS,16,0.45386178328726,56.25,0.27314526796477395,0.18071651532248606,0.8885550842551106
BA,23,0.4812226228521828,47.82608695652174,0.3148513914769143,0.1663712313752685,0.8812707510910227
JNJ,17,0.19427496796838792,52.94117647058824,0.030736931474793457,0.16353803649359447,0.852922825654181
MPC,13,1.24818968640057,61.53846153846154,1.0888582003703071,0.15933148603026281,0.8836956127905902
TLT,20,-0.04757064303038734,40.0,-0.1919200341596037,0.14434939112921635,0.8385694025130228
QCOM,19,0.4890993857213476,47.368421052631575,0.3501701517190723,0.1389292340022753,0.8893951854752601
PEP,19,0.23195911805951042,63.1578947368421,0.09521990402495784,0.13673921403455258,0.864305106550002
RTX,10,0.42842530297218956,60.0,0.3684701249964234,0.05995517797576616,0.9728609331373325
QQQ,9,0.3698871553413147,66.66666666666666,0.32428669730556653,0.04560045803574819,0.9740647666255924
TXN,15,0.2746527680299134,53.333333333333336,0.2315471636007811,0.043105604429132305,0.9594661050406245
HON,20,0.43700226428297134,60.0,0.4350239902890382,0.001978273993933133,0.9972603623381846
SBUX,24,0.5287872351143549,54.166666666666664,0.5283485204661855,0.00043871464816935823,0.9994675541113679
GILD,24,0.4625727672809184,58.333333333333336,0.48515721683283813,-0.02258444955191974,0.9606613943586312
RCL,19,0.2669414978208291,42.10526315789473,0.2999441399228193,-0.03300264210199022,0.9795284009680777
